farmer_id,predicted_score,reason_1_feature,reason_2_feature,reason_3_feature,reason_1_shap,reason_2_shap,reason_3_shap
F01033,618.04,historical_repayment_score,pm_kisan_status,land_area_acres,-113.442,-47.0909,19.5059
F01035,922.79,historical_repayment_score,land_area_acres,pm_kisan_status,68.5506,36.7513,28.6186
F01036,802.77,pm_kisan_status,historical_repayment_score,crop_type,27.7105,-27.244,22.4574
F01041,947.51,historical_repayment_score,land_area_acres,pm_kisan_status,90.5514,35.4415,28.5099
F01046,663.81,pm_kisan_status,historical_repayment_score,land_area_acres,-56.2295,-46.8906,-20.5649
F01047,648.14,historical_repayment_score,pm_kisan_status,land_area_acres,-52.0409,-49.3427,-24.3778
F01049,812.94,historical_repayment_score,pm_kisan_status,land_area_acres,56.1914,-54.0595,33.8081
F01053,781.3,pm_kisan_status,land_area_acres,historical_repayment_score,-55.7247,41.6962,36.028
F01059,862.51,historical_repayment_score,land_area_acres,pm_kisan_status,38.4717,32.8027,26.4504
F01061,707.62,land_area_acres,pm_kisan_status,historical_repayment_score,-68.8766,-63.6889,41.304
F01066,794.35,historical_repayment_score,liability_ratio_pct,pm_kisan_status,43.8272,-36.4194,27.5567
F01068,813.02,land_area_acres,historical_repayment_score,pm_kisan_status,-49.7612,41.4268,29.4558
F01069,741.83,land_area_acres,historical_repayment_score,pm_kisan_status,-44.4666,-37.9909,26.0657
F01071,743.06,land_area_acres,pm_kisan_status,historical_repayment_score,-54.0904,30.5226,-9.5017
F01075,613.93,land_area_acres,pm_kisan_status,historical_repayment_score,-68.6069,-64.5407,-36.4046
F01076,714.28,pm_kisan_status,land_area_acres,historical_repayment_score,-59.5224,-27.6501,17.2655
F01077,838.0,historical_repayment_score,pm_kisan_status,land_area_acres,69.2598,-56.1834,38.6421
F01088,888.0,land_area_acres,pm_kisan_status,crop_type,40.1912,29.0301,21.3293
F01089,824.01,pm_kisan_status,irrigation_type,historical_repayment_score,24.3159,7.983,7.5399
F01096,876.45,historical_repayment_score,land_area_acres,pm_kisan_status,40.7742,37.5028,27.0491
F01097,695.69,land_area_acres,historical_repayment_score,crop_type,-59.638,-35.4523,-31.094
F01101,704.26,pm_kisan_status,historical_repayment_score,land_area_acres,-57.7786,-37.5653,30.0719
F01103,401.92,historical_repayment_score,land_area_acres,irrigation_type,-259.2559,-73.3229,-36.3558
F01104,945.52,historical_repayment_score,land_area_acres,pm_kisan_status,75.9032,39.972,27.2056
F01107,875.16,historical_repayment_score,pm_kisan_status,crop_type,92.2162,25.0015,-11.5764
F01110,706.8,annual_income_inr,historical_repayment_score,pm_kisan_status,-58.4967,-37.4851,21.6313
F01115,791.59,pm_kisan_status,land_area_acres,historical_repayment_score,28.7161,-26.6722,-10.043
F01117,843.12,land_area_acres,pm_kisan_status,irrigation_type,36.9619,28.6024,7.5708
F01118,793.15,historical_repayment_score,crop_type,pm_kisan_status,42.9872,-32.0957,29.3765
F01122,722.26,historical_repayment_score,pm_kisan_status,land_area_acres,68.2183,-64.4537,-63.8488
F01124,767.83,pm_kisan_status,historical_repayment_score,irrigation_type,-54.3792,53.5219,-8.6016
F01126,622.64,historical_repayment_score,land_area_acres,ndvi_score,-131.6056,-56.2518,-31.0117
F01127,906.13,historical_repayment_score,land_area_acres,pm_kisan_status,67.8097,36.626,30.3288
F01130,886.73,historical_repayment_score,land_area_acres,crop_type,65.4446,40.0912,-32.2453
F01137,794.01,pm_kisan_status,land_area_acres,historical_repayment_score,-56.0551,38.3803,12.3017
F01138,817.04,pm_kisan_status,land_area_acres,crop_type,26.0188,-20.1432,17.4956
F01142,696.73,historical_repayment_score,pm_kisan_status,crop_type,-57.5879,-49.2964,18.2458
F01149,827.41,land_area_acres,pm_kisan_status,crop_type,33.6284,28.276,-9.0229
F01152,835.16,historical_repayment_score,pm_kisan_status,land_area_acres,53.6352,24.475,-16.3996
F01156,783.44,historical_repayment_score,land_area_acres,pm_kisan_status,-36.0285,35.9021,28.2431
F01160,614.17,pm_kisan_status,land_area_acres,historical_repayment_score,-68.1213,-65.6019,-36.3734
F01163,696.85,pm_kisan_status,land_area_acres,irrigation_type,-62.1995,-30.2063,6.589
F01164,633.24,historical_repayment_score,pm_kisan_status,irrigation_type,-98.4156,-59.1645,13.0681
F01166,770.79,pm_kisan_status,historical_repayment_score,land_area_acres,-58.0693,37.8527,32.3207
F01170,915.48,historical_repayment_score,land_area_acres,pm_kisan_status,71.9978,33.8186,32.1023
F01171,476.29,historical_repayment_score,pm_kisan_status,land_area_acres,-142.8726,-63.8955,-51.9203
F01174,610.22,land_area_acres,pm_kisan_status,historical_repayment_score,-64.7814,-59.0452,-58.6487
F01175,815.44,historical_repayment_score,pm_kisan_status,land_area_acres,-38.0429,32.9494,32.7665
F01179,795.35,pm_kisan_status,land_area_acres,irrigation_type,27.2669,-14.3095,-9.1641
F01187,706.96,land_area_acres,historical_repayment_score,pm_kisan_status,-58.793,-38.6329,30.6682
F01189,813.11,pm_kisan_status,historical_repayment_score,irrigation_type,24.3132,15.4263,-9.6846
F01204,703.05,pm_kisan_status,historical_repayment_score,land_area_acres,-57.6351,-35.8656,29.6247
F01215,566.39,historical_repayment_score,land_area_acres,pm_kisan_status,-107.8811,-66.9914,-60.7743
F01223,849.58,historical_repayment_score,pm_kisan_status,land_area_acres,51.3244,28.2018,-12.7462
F01225,797.57,pm_kisan_status,historical_repayment_score,land_area_acres,-60.4391,40.8711,37.7191
F01228,905.61,historical_repayment_score,land_area_acres,pm_kisan_status,91.7538,38.7125,27.2107
F01229,846.45,historical_repayment_score,pm_kisan_status,land_area_acres,88.7112,-55.1376,33.0289
F01230,855.75,historical_repayment_score,pm_kisan_status,land_area_acres,55.5679,28.9962,-21.5857
F01231,699.55,historical_repayment_score,pm_kisan_status,land_area_acres,-58.3193,-44.5939,37.7334
F01232,824.37,historical_repayment_score,land_area_acres,pm_kisan_status,63.8911,-45.0493,34.7601
F01239,696.19,pm_kisan_status,land_area_acres,crop_type,-61.8897,30.6645,-30.1173
F01241,709.01,land_area_acres,pm_kisan_status,crop_type,-48.6829,32.5123,-31.9581
F01242,854.86,historical_repayment_score,pm_kisan_status,land_area_acres,99.3285,-59.2483,34.3244
F01245,841.37,land_area_acres,historical_repayment_score,crop_type,41.2617,40.4987,-27.9975
F01248,771.54,historical_repayment_score,pm_kisan_status,irrigation_type,-29.2742,27.314,-11.3665
F01252,655.82,historical_repayment_score,irrigation_type,land_area_acres,-184.0338,27.7511,22.9358
F01253,753.0,historical_repayment_score,pm_kisan_status,ndvi_score,59.6079,-50.6758,-24.3879
F01255,605.49,historical_repayment_score,rainfall_deviation_pct,pm_kisan_status,-124.5333,-46.0759,28.1705
F01258,701.44,pm_kisan_status,land_area_acres,irrigation_type,-57.8577,-22.0313,6.6299
F01263,686.35,land_area_acres,historical_repayment_score,pm_kisan_status,-58.5501,-40.6284,29.6142
F01264,770.94,historical_repayment_score,pm_kisan_status,crop_type,-55.2177,26.1528,20.5602
F01266,728.36,historical_repayment_score,pm_kisan_status,land_area_acres,70.071,-65.8083,-62.3932
F01274,708.03,pm_kisan_status,historical_repayment_score,land_area_acres,-60.3107,-47.6387,30.4305
F01275,762.38,land_area_acres,pm_kisan_status,crop_type,-56.1855,31.5226,8.5465
F01276,755.83,historical_repayment_score,pm_kisan_status,irrigation_type,-32.8272,23.7975,-9.941
F01277,687.98,pm_kisan_status,historical_repayment_score,irrigation_type,-52.7794,-41.6787,8.8627
F01288,810.08,historical_repayment_score,land_area_acres,pm_kisan_status,75.3785,-56.4148,28.4544
F01289,829.2,historical_repayment_score,pm_kisan_status,land_area_acres,35.5848,30.1672,-28.3944
F01293,921.38,historical_repayment_score,land_area_acres,pm_kisan_status,84.8934,36.7203,28.6881
F01295,954.45,historical_repayment_score,land_area_acres,pm_kisan_status,97.5356,34.7211,29.6574
F01296,891.33,historical_repayment_score,pm_kisan_status,crop_type,75.6462,27.5801,-9.4407
F01297,818.47,historical_repayment_score,pm_kisan_status,liability_ratio_pct,35.8483,24.5487,-16.1113
F01299,783.17,pm_kisan_status,historical_repayment_score,land_area_acres,-50.491,40.741,10.0691
F01305,640.7,land_area_acres,pm_kisan_status,ndvi_score,-71.3899,-65.2762,-19.7651
F01308,826.04,land_area_acres,pm_kisan_status,ndvi_score,31.4336,28.3953,7.5045
F01310,911.79,historical_repayment_score,pm_kisan_status,rainfall_deviation_pct,97.1376,28.7061,-15.1166
F01316,795.7,pm_kisan_status,land_area_acres,crop_type,-56.6235,37.3801,22.4412
F01317,744.22,historical_repayment_score,pm_kisan_status,land_area_acres,78.7083,-64.746,-58.4825
F01320,882.76,historical_repayment_score,land_area_acres,pm_kisan_status,39.4283,35.2958,26.1493
F01327,837.71,historical_repayment_score,pm_kisan_status,liability_ratio_pct,38.9484,24.4144,-24.1109
F01328,852.89,historical_repayment_score,land_area_acres,pm_kisan_status,69.3692,-32.3714,30.7565
F01329,792.66,pm_kisan_status,land_area_acres,historical_repayment_score,27.2654,-20.6417,19.893
F01331,856.77,land_area_acres,pm_kisan_status,irrigation_type,41.781,31.2965,9.1445
F01334,720.83,pm_kisan_status,land_area_acres,historical_repayment_score,-53.0586,11.9748,8.5453
F01343,670.05,historical_repayment_score,irrigation_type,pm_kisan_status,-168.0284,34.0338,25.9
F01344,792.38,pm_kisan_status,historical_repayment_score,ndvi_score,30.0375,-26.2167,10.1589
F01345,850.18,land_area_acres,pm_kisan_status,irrigation_type,34.6433,31.63,-8.8492
F01346,926.62,historical_repayment_score,land_area_acres,pm_kisan_status,49.5989,36.2117,28.1591
F01347,729.88,historical_repayment_score,pm_kisan_status,land_area_acres,73.8531,-65.3344,-53.5271
F01352,817.06,pm_kisan_status,historical_repayment_score,land_area_acres,-65.9344,56.2211,36.8933
F01353,799.85,historical_repayment_score,land_area_acres,pm_kisan_status,-63.007,30.1618,28.4904
F01363,811.03,historical_repayment_score,land_area_acres,pm_kisan_status,-38.6452,35.341,28.3228
F01365,881.03,land_area_acres,pm_kisan_status,crop_type,40.95,27.9125,19.8582
F01371,647.09,historical_repayment_score,land_area_acres,pm_kisan_status,-78.1385,-48.7002,25.7957
F01376,868.95,land_area_acres,historical_repayment_score,pm_kisan_status,35.4654,32.4254,27.9187
F01382,772.89,pm_kisan_status,land_area_acres,historical_repayment_score,-61.0306,37.6351,6.9415
F01390,893.82,historical_repayment_score,pm_kisan_status,crop_type,59.7169,27.1349,14.6721
F01397,881.31,historical_repayment_score,pm_kisan_status,land_area_acres,69.9455,30.1212,26.672
F01399,629.86,historical_repayment_score,pm_kisan_status,irrigation_type,-93.4247,-57.9142,9.2004
F01401,729.45,pm_kisan_status,land_area_acres,irrigation_type,-55.1897,35.0323,-11.3799
F01403,548.88,historical_repayment_score,irrigation_type,pm_kisan_status,-199.6901,-35.552,26.2511
F01405,726.62,pm_kisan_status,land_area_acres,historical_repayment_score,-65.4661,-58.0536,51.9653
F01408,666.7,land_area_acres,historical_repayment_score,crop_type,-59.7267,-34.8348,-29.4918
F01411,710.74,historical_repayment_score,land_area_acres,pm_kisan_status,95.6699,-67.2161,-62.5573
F01412,672.35,historical_repayment_score,pm_kisan_status,land_area_acres,-107.6226,-52.5918,31.9812
F01413,879.1,historical_repayment_score,pm_kisan_status,land_area_acres,89.7191,29.6583,-25.4399
F01428,933.28,historical_repayment_score,land_area_acres,pm_kisan_status,100.0352,33.3822,28.0213
F01431,709.08,historical_repayment_score,pm_kisan_status,land_area_acres,-65.6521,24.7764,-22.365
F01435,674.12,land_area_acres,pm_kisan_status,crop_type,-65.1444,-48.8304,21.4678
F01436,892.51,historical_repayment_score,land_area_acres,pm_kisan_status,37.1809,33.9809,28.4343
F01438,530.51,historical_repayment_score,land_area_acres,irrigation_type,-195.4552,-53.0883,-34.8811
F01440,813.45,pm_kisan_status,historical_repayment_score,land_area_acres,-65.9777,52.5804,39.1516
F01442,815.23,land_area_acres,historical_repayment_score,pm_kisan_status,-56.0795,36.2243,30.857
F01457,850.59,historical_repayment_score,land_area_acres,pm_kisan_status,88.9693,-60.6846,33.4734
F01458,630.68,historical_repayment_score,land_area_acres,pm_kisan_status,-115.5351,-70.8785,28.744
F01461,851.29,historical_repayment_score,land_area_acres,pm_kisan_status,85.148,-50.9098,32.1373
F01462,811.27,crop_type,pm_kisan_status,land_area_acres,19.2145,19.0774,-11.1392
F01463,727.21,pm_kisan_status,land_area_acres,historical_repayment_score,-64.6837,33.1098,-16.5841
F01468,892.57,historical_repayment_score,pm_kisan_status,crop_type,90.6419,24.8976,-11.1117
F01472,926.15,historical_repayment_score,land_area_acres,pm_kisan_status,69.6059,35.701,29.0885
F01474,719.85,historical_repayment_score,liability_ratio_pct,land_area_acres,-65.1097,-32.5715,24.2416
F01480,815.33,pm_kisan_status,crop_type,irrigation_type,24.8479,16.1893,-9.9633
F01484,911.41,historical_repayment_score,land_area_acres,pm_kisan_status,51.4967,36.0859,31.627
F01489,539.67,historical_repayment_score,land_area_acres,pm_kisan_status,-142.9643,-79.7271,29.3658
F01492,800.01,pm_kisan_status,historical_repayment_score,irrigation_type,27.3214,-9.4271,8.6794
F01497,794.87,pm_kisan_status,historical_repayment_score,land_area_acres,-64.4903,57.2788,26.1926
F01498,899.49,historical_repayment_score,land_area_acres,pm_kisan_status,38.3406,36.3022,27.5395
F01500,707.07,land_area_acres,crop_type,pm_kisan_status,-63.7607,-31.7672,28.4206
F01504,715.97,pm_kisan_status,land_area_acres,historical_repayment_score,-64.8996,-60.7378,51.7923
F01510,705.88,pm_kisan_status,land_area_acres,irrigation_type,-56.8686,-18.2855,7.0744
F01511,661.27,historical_repayment_score,pm_kisan_status,land_area_acres,-70.211,-48.3053,24.6435
F01519,848.26,historical_repayment_score,pm_kisan_status,land_area_acres,75.558,-53.8909,38.6979
F01521,826.76,historical_repayment_score,land_area_acres,pm_kisan_status,71.6744,-52.3424,33.1934
F01522,756.0,historical_repayment_score,pm_kisan_status,irrigation_type,-51.4314,25.8532,-12.768
F01524,878.5,land_area_acres,pm_kisan_status,crop_type,37.2407,27.1126,19.9768
F01525,777.83,historical_repayment_score,pm_kisan_status,irrigation_type,-33.5092,28.1798,-10.5324
F01529,900.16,land_area_acres,historical_repayment_score,pm_kisan_status,36.8968,36.8891,29.1408
F01532,766.35,historical_repayment_score,pm_kisan_status,land_area_acres,-49.695,30.9669,28.0539
F01533,743.19,pm_kisan_status,land_area_acres,historical_repayment_score,-56.7842,31.7945,-8.0118
F01534,936.98,historical_repayment_score,land_area_acres,pm_kisan_status,81.3333,36.7943,28.4776
F01536,792.01,historical_repayment_score,pm_kisan_status,land_area_acres,66.6429,-60.6557,39.7274
F01540,653.92,historical_repayment_score,pm_kisan_status,land_area_acres,-52.8713,-49.0327,-22.9624
F01542,898.75,land_area_acres,historical_repayment_score,pm_kisan_status,43.2776,32.9538,27.1658
F01547,802.57,pm_kisan_status,historical_repayment_score,land_area_acres,-59.619,39.8654,32.3888
F01553,687.84,pm_kisan_status,historical_repayment_score,irrigation_type,-51.0414,-33.3159,-12.0739
F01557,818.93,pm_kisan_status,irrigation_type,historical_repayment_score,25.7957,8.1794,4.8021
F01562,932.63,historical_repayment_score,land_area_acres,pm_kisan_status,57.1871,38.8388,31.7005
F01565,838.18,historical_repayment_score,pm_kisan_status,irrigation_type,39.6752,24.2675,-9.2207
F01571,455.78,historical_repayment_score,land_area_acres,pm_kisan_status,-120.7414,-80.6638,-59.1108
F01577,770.16,historical_repayment_score,pm_kisan_status,land_area_acres,73.3085,-59.2337,-19.1198
F01584,635.16,historical_repayment_score,pm_kisan_status,crop_type,-54.7078,-48.2205,-24.576
F01588,834.21,historical_repayment_score,pm_kisan_status,land_area_acres,35.1508,30.1014,-23.5597
F01590,665.78,land_area_acres,pm_kisan_status,historical_repayment_score,-58.3841,-57.6357,8.5457
F01591,750.69,historical_repayment_score,pm_kisan_status,land_area_acres,-33.0219,27.5615,-24.7724
F01599,820.75,historical_repayment_score,land_area_acres,pm_kisan_status,84.9194,-60.6066,32.3121
F01603,945.75,historical_repayment_score,land_area_acres,pm_kisan_status,102.343,33.0737,28.8842
F01607,743.73,pm_kisan_status,historical_repayment_score,crop_type,-55.1045,47.4907,-30.7826
F01613,893.95,historical_repayment_score,pm_kisan_status,crop_type,62.6971,30.1386,9.7716
F01616,862.66,historical_repayment_score,pm_kisan_status,land_area_acres,55.4112,26.1737,13.3777
F01624,609.49,historical_repayment_score,irrigation_type,pm_kisan_status,-178.4916,-29.8456,21.1978
F01626,750.39,pm_kisan_status,land_area_acres,irrigation_type,-60.5399,28.6472,-8.891
F01627,706.23,pm_kisan_status,historical_repayment_score,land_area_acres,-61.635,-39.2611,27.7434
F01628,739.51,land_area_acres,pm_kisan_status,historical_repayment_score,-51.6077,29.708,-11.6621
F01639,764.54,land_area_acres,crop_type,historical_repayment_score,-47.6375,-32.8539,31.7561
F01644,734.93,land_area_acres,historical_repayment_score,pm_kisan_status,-49.9802,-33.1563,29.942
F01645,826.9,historical_repayment_score,pm_kisan_status,land_area_acres,35.9985,29.1101,-25.4162
F01654,717.91,land_area_acres,historical_repayment_score,pm_kisan_status,-58.8371,-36.0979,28.5424
F01656,726.3,historical_repayment_score,pm_kisan_status,land_area_acres,-63.9831,23.1455,-22.6829
F01660,682.18,historical_repayment_score,pm_kisan_status,land_area_acres,-58.3603,-54.1821,24.797
F01663,679.51,land_area_acres,pm_kisan_status,crop_type,-55.7818,-49.8293,25.6653
F01664,814.89,historical_repayment_score,land_area_acres,pm_kisan_status,70.6377,-60.7311,33.68
F01672,819.6,historical_repayment_score,land_area_acres,pm_kisan_status,73.3605,-55.6666,32.3251
F01675,917.41,historical_repayment_score,land_area_acres,pm_kisan_status,96.7844,33.3192,28.58
F01678,911.06,historical_repayment_score,land_area_acres,pm_kisan_status,66.2639,37.1147,31.9279
F01682,771.84,historical_repayment_score,land_area_acres,pm_kisan_status,81.7783,-63.0963,-56.6652
F01690,695.74,historical_repayment_score,land_area_acres,crop_type,-98.1227,27.8242,-26.0638
F01701,771.58,pm_kisan_status,historical_repayment_score,irrigation_type,-52.4682,40.9823,-8.6801
F01704,771.67,pm_kisan_status,land_area_acres,historical_repayment_score,-66.8193,30.8117,17.7854
F01707,802.92,historical_repayment_score,pm_kisan_status,rainfall_deviation_pct,38.6661,22.2154,-13.9859
F01709,639.89,land_area_acres,pm_kisan_status,rainfall_deviation_pct,-76.4022,-65.6073,-10.9804
F01713,684.69,pm_kisan_status,land_area_acres,historical_repayment_score,-62.2769,-59.3001,58.7064
F01717,652.53,land_area_acres,pm_kisan_status,irrigation_type,-62.1083,-54.9958,-8.1147
F01723,857.72,historical_repayment_score,pm_kisan_status,land_area_acres,87.534,29.7623,-24.134
F01727,612.91,pm_kisan_status,land_area_acres,historical_repayment_score,-58.6204,-58.4176,-31.6134
F01732,727.28,pm_kisan_status,crop_type,irrigation_type,-53.3621,-6.5371,5.7075
F01735,822.02,land_area_acres,pm_kisan_status,crop_type,35.2158,30.527,-30.2712
F01740,672.02,historical_repayment_score,land_area_acres,pm_kisan_status,-130.4535,30.1566,26.0979
F01754,939.71,historical_repayment_score,land_area_acres,pm_kisan_status,101.6456,38.2759,29.8362
F01759,819.3,historical_repayment_score,land_area_acres,pm_kisan_status,84.4982,-53.1566,29.7252
F01766,930.19,historical_repayment_score,land_area_acres,pm_kisan_status,71.0556,34.4573,29.5454
F01767,734.83,land_area_acres,historical_repayment_score,pm_kisan_status,-43.7634,-34.7381,31.4178
F01769,885.24,historical_repayment_score,land_area_acres,pm_kisan_status,41.1313,33.0255,30.5911
F01774,711.16,land_area_acres,historical_repayment_score,pm_kisan_status,-70.795,-40.2318,31.4054
F01779,651.28,land_area_acres,historical_repayment_score,pm_kisan_status,-64.9234,-62.0692,26.747
F01780,825.62,historical_repayment_score,pm_kisan_status,land_area_acres,76.9321,-58.1327,36.41
F01782,934.01,historical_repayment_score,land_area_acres,pm_kisan_status,78.3881,37.7391,29.027
F01783,718.15,historical_repayment_score,pm_kisan_status,irrigation_type,-62.7431,23.3332,-14.6154
F01792,718.02,land_area_acres,crop_type,historical_repayment_score,-65.5466,-40.2318,36.9751
F01805,757.58,historical_repayment_score,land_area_acres,pm_kisan_status,-60.8462,38.1861,25.4492
F01807,689.42,pm_kisan_status,liability_ratio_pct,land_area_acres,-54.5109,-52.2373,32.9776
F01813,845.41,historical_repayment_score,pm_kisan_status,land_area_acres,97.4156,-55.6393,14.9521
F01815,754.25,crop_type,pm_kisan_status,land_area_acres,-32.5442,28.0391,-26.7396
F01822,755.49,historical_repayment_score,pm_kisan_status,irrigation_type,-62.4959,26.1797,14.3082
F01824,836.4,historical_repayment_score,pm_kisan_status,land_area_acres,56.0494,30.576,-26.1759
F01831,809.55,land_area_acres,crop_type,pm_kisan_status,35.9786,-31.2722,28.9035
F01834,861.45,historical_repayment_score,pm_kisan_status,land_area_acres,90.1135,30.6017,-23.998
F01836,869.2,historical_repayment_score,land_area_acres,pm_kisan_status,69.139,35.9174,31.7351
F01839,717.52,pm_kisan_status,historical_repayment_score,land_area_acres,-65.1711,-41.2309,29.0618
F01841,789.88,historical_repayment_score,pm_kisan_status,irrigation_type,-26.7818,25.6043,8.7787
F01842,892.17,historical_repayment_score,land_area_acres,pm_kisan_status,39.1106,34.3443,29.215
F01846,782.64,pm_kisan_status,irrigation_type,land_area_acres,25.7282,-7.9554,-5.9936
F01847,789.34,historical_repayment_score,pm_kisan_status,land_area_acres,82.4167,-61.3964,-30.6341
F01848,724.92,historical_repayment_score,pm_kisan_status,land_area_acres,-65.2489,27.119,-21.9308
F01851,793.94,historical_repayment_score,pm_kisan_status,land_area_acres,70.9953,-51.5428,15.187
F01857,813.31,pm_kisan_status,irrigation_type,rainfall_deviation_pct,26.6585,6.9105,3.3624
F01865,721.21,historical_repayment_score,land_area_acres,pm_kisan_status,-131.4801,31.6493,23.3192
F01872,860.52,land_area_acres,pm_kisan_status,crop_type,37.8239,27.5286,17.8001
F01877,739.89,land_area_acres,pm_kisan_status,irrigation_type,-55.6141,29.2094,-9.6688
F01880,661.27,pm_kisan_status,land_area_acres,irrigation_type,-62.3079,-61.1953,5.6054
F01881,846.73,land_area_acres,historical_repayment_score,crop_type,40.3252,39.0845,-27.8105
F01883,830.15,historical_repayment_score,land_area_acres,pm_kisan_status,63.5897,-58.5142,34.4058
F01885,739.04,historical_repayment_score,pm_kisan_status,irrigation_type,-92.3093,27.002,11.2543
F01897,764.31,historical_repayment_score,pm_kisan_status,land_area_acres,-39.6084,29.5413,26.5304
F01899,720.92,pm_kisan_status,historical_repayment_score,land_area_acres,-56.3442,-28.8861,28.5392
F01900,758.25,pm_kisan_status,historical_repayment_score,land_area_acres,-58.4109,35.184,-8.4377
F01901,873.06,historical_repayment_score,land_area_acres,pm_kisan_status,39.26,32.9736,27.2854
F01905,790.23,land_area_acres,crop_type,pm_kisan_status,36.9724,-29.6491,28.8839
F01917,786.83,historical_repayment_score,pm_kisan_status,crop_type,-33.8512,24.3795,15.7203
F01918,851.16,land_area_acres,pm_kisan_status,ndvi_score,37.0101,30.1717,-17.7275
F01919,865.48,historical_repayment_score,pm_kisan_status,land_area_acres,80.3181,31.8107,-25.408
F01924,813.92,land_area_acres,pm_kisan_status,irrigation_type,30.7834,27.9935,-8.4806
F01926,858.68,historical_repayment_score,pm_kisan_status,land_area_acres,79.6209,24.8649,-15.4312
F01931,829.19,historical_repayment_score,pm_kisan_status,land_area_acres,37.9294,28.5295,-20.9557
F01932,776.81,pm_kisan_status,land_area_acres,historical_repayment_score,28.041,-19.6163,-11.3585
F01935,792.33,historical_repayment_score,pm_kisan_status,land_area_acres,61.2907,-59.273,30.3479
F01938,641.77,pm_kisan_status,crop_type,historical_repayment_score,-53.0369,-31.1607,-30.2045
F01947,920.2,historical_repayment_score,land_area_acres,pm_kisan_status,82.7621,34.8189,29.1504
F01949,606.46,historical_repayment_score,land_area_acres,rainfall_deviation_pct,-217.0021,32.1718,-26.1841
F01958,752.45,historical_repayment_score,pm_kisan_status,irrigation_type,-57.351,24.9516,13.9904
F01960,874.86,historical_repayment_score,pm_kisan_status,irrigation_type,63.1711,25.9047,7.3927
F01961,777.13,crop_type,pm_kisan_status,historical_repayment_score,-32.3263,25.3198,-11.3165
F01962,740.41,land_area_acres,pm_kisan_status,historical_repayment_score,-54.9256,29.9658,-14.1523
F01963,757.72,liability_ratio_pct,pm_kisan_status,rainfall_deviation_pct,-37.5451,23.636,-13.301
F01973,792.65,land_area_acres,crop_type,pm_kisan_status,33.7462,-30.9311,29.972
F01975,778.27,historical_repayment_score,land_area_acres,pm_kisan_status,-60.1881,36.1345,24.3294
F01976,783.6,historical_repayment_score,land_area_acres,crop_type,65.7849,-54.4211,-32.3984
F01984,768.59,pm_kisan_status,crop_type,irrigation_type,-48.518,24.6224,8.044
F01987,742.68,historical_repayment_score,land_area_acres,pm_kisan_status,-70.3074,28.409,23.8846
F01988,855.31,historical_repayment_score,pm_kisan_status,land_area_acres,78.0782,24.7032,-17.1047
F01989,795.55,pm_kisan_status,historical_repayment_score,land_area_acres,-64.3595,52.6471,35.0008
F01990,738.18,pm_kisan_status,land_area_acres,annual_income_inr,-39.8299,29.2523,-25.7685
F01993,862.6,historical_repayment_score,pm_kisan_status,land_area_acres,77.3279,25.0737,-19.1024
F01995,760.4,historical_repayment_score,pm_kisan_status,irrigation_type,-31.1199,26.613,-10.2694
F01997,668.0,historical_repayment_score,pm_kisan_status,land_area_acres,-55.9288,-53.0092,34.3943
F02002,759.76,land_area_acres,historical_repayment_score,crop_type,-49.7072,38.5818,-33.8769
F02005,741.6,pm_kisan_status,land_area_acres,irrigation_type,-54.9405,11.798,7.4231
F02006,631.22,pm_kisan_status,historical_repayment_score,crop_type,-56.8472,-42.7809,-31.1076
F02007,701.86,pm_kisan_status,historical_repayment_score,land_area_acres,-59.7804,-37.3933,28.5116
F02022,647.18,historical_repayment_score,pm_kisan_status,land_area_acres,-105.6679,-52.6245,32.1266
F02026,708.74,crop_type,land_area_acres,pm_kisan_status,-30.0024,-28.8803,26.9964
F02028,820.26,historical_repayment_score,pm_kisan_status,land_area_acres,95.2652,-53.2951,13.2378
F02031,676.07,historical_repayment_score,pm_kisan_status,irrigation_type,-148.6406,24.3382,24.2921
F02035,839.53,historical_repayment_score,pm_kisan_status,land_area_acres,59.5303,25.7933,-15.5789
F02043,773.77,pm_kisan_status,historical_repayment_score,land_area_acres,-50.6184,39.5626,10.1151
F02047,928.16,historical_repayment_score,pm_kisan_status,land_area_acres,98.1761,27.373,21.9067
F02048,809.85,historical_repayment_score,pm_kisan_status,crop_type,94.3701,-53.7942,-28.8003
F02051,720.24,land_area_acres,historical_repayment_score,pm_kisan_status,-62.5278,-56.5898,33.0326
F02052,845.85,historical_repayment_score,pm_kisan_status,land_area_acres,61.1465,29.9209,-21.5338
F02053,729.13,pm_kisan_status,land_area_acres,crop_type,-53.067,-11.8162,7.6773
F02054,665.21,pm_kisan_status,land_area_acres,irrigation_type,-63.475,-55.2691,4.775
F02056,777.06,historical_repayment_score,land_area_acres,pm_kisan_status,-51.823,36.3918,25.9592
F02057,708.07,pm_kisan_status,land_area_acres,historical_repayment_score,-65.5949,-53.6173,43.6444
F02062,792.13,historical_repayment_score,land_area_acres,crop_type,64.1928,-52.8132,-33.3863
F02075,700.07,historical_repayment_score,land_area_acres,pm_kisan_status,-41.4554,-30.0208,29.936
F02076,746.86,pm_kisan_status,land_area_acres,irrigation_type,-58.8273,34.4076,-8.9462
F02083,787.47,historical_repayment_score,pm_kisan_status,land_area_acres,88.2565,-58.0087,-21.6524
F02084,775.67,pm_kisan_status,crop_type,historical_repayment_score,-49.3031,23.853,16.5222
